name,texturefolder,creator,url,image
CJ4 Cockpit Texture Mod,texture.wt-cabin-rose,MoreRightRudder,https://flightsim.to/file/10547/cj4-cockpit-texture-mod,https://cdn.flightsim.to/images/11/0gJmGzUZ.jpg?width=256
